id,name,symbol,categoria,price_usd,market_cap,cmc_rank,volume_24h,volume_pct,circulating_supply,total_supply,max_supply,social_score,rating,halving_flag,multichain_flag,cex_listed,contract_address,wallet_support,explorers
star-atlas-dao,Star Atlas DAO,polis,Gaming,0.062092,17850126.0,,213367.0,1.195324895745834,287475150.0993,360000000.0,360000000.0,,,0,0,,poLisWXnNRwC6oBu1vHiuKQzFjGL4XDSu4g9qjz9qVk,,"https://solscan.io/token/poliswxnnrwc6obu1vhiukqzfjgl4xdsu4g9qjz9qvk, https://platform.arkhamintelligence.com/explorer/token/star-atlas-dao, https://explorer.solana.com/address/poliswxnnrwc6obu1vhiukqzfjgl4xdsu4g9qjz9qvk"
space-nation-oikos,Space Nation Oikos,oik,Gaming,0.02958253,15669185.0,,4968622.0,31.709511375352324,530000000.0,1000000000.0,1000000000.0,,,0,1,,0x6e7f11641c1ec71591828e531334192d622703f7,,"https://etherscan.io/token/0x6E7F11641c1EC71591828E531334192d622703F7, https://ethplorer.io/address/0x6E7F11641c1EC71591828E531334192d622703F7, https://bscscan.com/token/0xb035723d62e0e2ea7499d76355c9d560f13ba404"
pirate-token,Pirate Nation Token,pirate,Gaming,0.07213,14852952.0,,13419927.0,90.3519179217707,204474315.8089385,987090784.8089385,1000000000.0,,,0,0,,0x7613c48e0cd50e42dd9bf0f6c235063145f6f8dc,,"https://etherscan.io/token/0x7613c48e0cd50e42dd9bf0f6c235063145f6f8dc, https://platform.arkhamintelligence.com/explorer/token/pirate-token, https://ethplorer.io/address/0x7613c48e0cd50e42dd9bf0f6c235063145f6f8dc"
ix-token,Planet IX,ixt,Gaming,0.114968,15744668.0,,42292.0,0.2686115705964711,136954748.2213617,153258226.0,,,,0,0,,0xe06bd4f5aac8d0aa337d13ec88db6defc6eaeefe,,"https://polygonscan.com/token/0xe06bd4f5aac8d0aa337d13ec88db6defc6eaeefe, https://platform.arkhamintelligence.com/explorer/token/ix-token, https://polygon.dex.guru/token/0xe06bd4f5aac8d0aa337d13ec88db6defc6eaeefe"
xborg,XBorg,xbg,Gaming,0.073705,15859001.0,,120032.0,0.7568698684110052,215000074.0,1000000000.0,1000000000.0,,,0,1,,0xeae00d6f9b16deb1bd584c7965e4c7d762f178a1,,"https://etherscan.io/token/0xeae00d6f9b16deb1bd584c7965e4c7d762f178a1, https://platform.arkhamintelligence.com/explorer/token/xborg, https://ethplorer.io/address/0xeae00d6f9b16deb1bd584c7965e4c7d762f178a1"
blocklords,BLOCKLORDS,lrds,Gaming,0.230492,15646842.0,,7809590.0,49.9116051660776,67841327.20910616,100000000.0,100000000.0,,,0,1,,0xd0a6053f087e87a25dc60701ba6e663b1a548e85,,"https://etherscan.io/token/0xd0a6053f087e87a25dc60701ba6e663b1a548e85, https://platform.arkhamintelligence.com/explorer/token/blocklords, https://ethplorer.io/address/0xd0a6053f087e87a25dc60701ba6e663b1a548e85"
world-of-dypians,World of Dypians,wod,Gaming,0.080132,15187365.0,,10074138.0,66.33236246050582,189547174.1603405,1000000000.0,1000000000.0,,,0,0,,0xb994882a1b9bd98a71dd6ea5f61577c42848b0e8,,"https://bscscan.com/token/0xb994882a1b9bd98A71Dd6ea5F61577c42848B0E8, https://platform.arkhamintelligence.com/explorer/token/world-of-dypians, https://binplorer.com/address/0xb994882a1b9bd98A71Dd6ea5F61577c42848B0E8"
my-lovely-coin,My Lovely Coin,mlc,Gaming,0.285165,14609109.0,,71060.0,0.486408856282748,51230955.9252056,229999998.0,350000000.0,,,0,0,,0x0566c506477cd2d8df4e0123512dbc344bd9d111,,"https://polygonscan.com/token/0x0566c506477cd2d8df4e0123512dbc344bd9d111, https://platform.arkhamintelligence.com/explorer/token/my-lovely-coin"
neuron,Neuron,nrn,AI,0.03332434,14510680.0,,272299.0,1.876541967709301,435471938.5837733,1000000000.0,1000000000.0,,,0,0,,0xdadeca1167fe47499e53eb50f261103630974905,,"https://arbiscan.io/token/0xdadeca1167fe47499e53eb50f261103630974905, https://platform.arkhamintelligence.com/explorer/token/neuron"
sappy-seals-pixl,PIXL,pixl,Gaming,0.02807371,14086221.0,,5112.56,0.03629475925445157,500000000.0,500000000.0,500000000.0,,,0,0,,0x427a03fb96d9a94a6727fbcfbba143444090dd64,,"https://etherscan.io/token/0x427a03fb96d9a94a6727fbcfbba143444090dd64, https://platform.arkhamintelligence.com/explorer/token/sappy-seals-pixl, https://ethplorer.io/address/0x427a03fb96d9a94a6727fbcfbba143444090dd64"
cornucopias,Cornucopias,copi,Gaming,0.01384881,14233288.0,,134486.0,0.9448695199591269,1027326487.0,3840000000.0,3840000000.0,,,0,1,,0xfea292e5ea4510881bdb840e3cec63abd43f936f,,"https://bscscan.com/token/0xfea292e5ea4510881bdb840e3cec63abd43f936f, https://platform.arkhamintelligence.com/explorer/token/cornucopias, https://etherscan.io/token/0x42baf1f659d765c65ade5bb7e08eb2c680360d9d"
rabbitcoin-2,RabBitcoin,rbtc,Gaming,1.1e-06,13991007.0,,614147.0,4.389583966329229,12687500000000.0,21000000000000.0,21000000000000.0,,,0,0,,EQCD7lrrxpOcq5A5R6nTLeF1kuIbl1BKCe5OnanGe3cB4FVB,,"https://tonscan.org/address/EQCD7lrrxpOcq5A5R6nTLeF1kuIbl1BKCe5OnanGe3cB4FVB, https://platform.arkhamintelligence.com/explorer/token/rabbitcoin-2, https://tonviewer.com/EQCD7lrrxpOcq5A5R6nTLeF1kuIbl1BKCe5OnanGe3cB4FVB"
hytopia,TOPIA,topia,Gaming,0.0088504,12761157.0,,36838.0,0.28867288444143424,1435655281.9471824,5000000000.0,,,,0,0,,0xccccb68e1a848cbdb5b60a974e07aae143ed40c3,,"https://etherscan.io/token/0xccccb68e1a848cbdb5b60a974e07aae143ed40c3, https://platform.arkhamintelligence.com/explorer/token/hytopia, https://ethplorer.io/address/0xccccb68e1a848cbdb5b60a974e07aae143ed40c3"
volt-inu-2,Volt Inu,volt,Gaming,2.17213e-07,13539465.0,,184178.0,1.3603048569496652,62263131613878.4,69000000000000.0,69000000000000.0,,,0,1,,0x7f792db54b0e580cdc755178443f0430cf799aca,,"https://etherscan.io/token/0x7f792db54b0e580cdc755178443f0430cf799aca, https://platform.arkhamintelligence.com/explorer/token/volt-inu-2, https://ethplorer.io/address/0x7f792db54b0e580cdc755178443f0430cf799aca"
game7,Game7,g7,Gaming,0.00594959,13686461.0,,29738590.0,217.2847312391421,2299999998.000033,10000000000.0,10000000000.0,,,0,1,,,,"https://arbiscan.io/token/0xf18e4466f26b4ca55bbab890b314a54976e45b17, https://etherscan.io/token/0x12c88a3c30a7aabc1dd7f2c08a97145f5dccd830, https://ethplorer.io/address/0x12c88a3c30a7aabc1dd7f2c08a97145f5dccd830"
portal-2,Portal,portal,Gaming,0.081034,13587562.0,,6240604.0,45.928798705757515,167134615.0,1000000000.0,1000000000.0,,,0,1,,0x1bbe973bef3a977fc51cbed703e8ffdefe001fed,,"https://etherscan.io/token/0x1bbe973bef3a977fc51cbed703e8ffdefe001fed, https://platform.arkhamintelligence.com/explorer/token/portal-2, https://ethplorer.io/address/0x1bbe973bef3a977fc51cbed703e8ffdefe001fed"
chain-games,Chain Games,chain,Gaming,0.034886,13261997.0,,47800.0,0.36042837289135266,379867524.57825387,493499998.3071,500000000.0,,,0,1,,0xc4c2614e694cf534d407ee49f8e44d125e4681c4,,"https://etherscan.io/token/0xc4c2614e694cf534d407ee49f8e44d125e4681c4, https://platform.arkhamintelligence.com/explorer/token/chain-games, https://ethplorer.io/address/0xc4c2614e694cf534d407ee49f8e44d125e4681c4"
gamefi,GameFi.org,gafi,Gaming,1.19,13020541.0,,227656.0,1.7484373345162847,10945062.8598,14954970.0,14954970.0,,,0,0,,0x89af13a10b32f1b2f8d1588f93027f69b6f4e27e,,"https://bscscan.com/token/0x89af13a10b32f1b2f8d1588f93027f69b6f4e27e, https://platform.arkhamintelligence.com/explorer/token/gamefi, https://binplorer.com/address/0x89af13a10b32f1b2f8d1588f93027f69b6f4e27e"
sovrun,Sovrun,sovrn,Gaming,0.01545927,12864830.0,,101423.0,0.7883741953838489,832500000.0,896771567.0,1000000000.0,,,0,1,,0x031b8d752d73d7fe9678acef26e818280d0646b4,,"https://etherscan.io/token/0x031B8d752d73d7Fe9678ACEf26e818280D0646b4, https://ethplorer.io/address/0x031B8d752d73d7Fe9678ACEf26e818280D0646b4, https://basescan.org/token/0xCa4C2E10037ac1AF9f501eCB11A710776c87d2d5"
von,VON,von,Gaming,5.371e-05,12672198.0,,1306541.0,10.310295025377602,237080590301.8962,1000000000000.0,1000000000000.0,,,0,0,,0xa4c3497b57c8b6d510f3707a1e9694fd791f45fb,,"https://bscscan.com/token/0xa4c3497b57c8b6d510f3707a1e9694fd791f45fb, https://binplorer.com/address/0xa4c3497b57c8b6d510f3707a1e9694fd791f45fb"
vr1,VR1,vr1,Gaming,0.02403664,12229846.0,,506621.0,4.142496970117204,510247576.6752113,995247576.6752113,1000000000.0,,,0,0,,FTkP8Lq1yDz8EzC633Bkx8JLZ343QWXAoWzVndeQmoon,,https://solscan.io/token/FTkP8Lq1yDz8EzC633Bkx8JLZ343QWXAoWzVndeQmoon
mixmarvel,MixMarvel,mix,Gaming,0.00130519,12007752.0,,1271876.0,10.592124154462883,9200000000.0,10000000000.0,10000000000.0,,,0,1,,0x5d285f735998f36631f678ff41fb56a10a4d0429,,"https://etherscan.io/token/0x5d285f735998f36631f678ff41fb56a10a4d0429, https://platform.arkhamintelligence.com/explorer/token/mixmarvel, https://ethplorer.io/address/0x5d285f735998f36631f678ff41fb56a10a4d0429"
guild-of-guardians,Guild of Guardians,gog,Gaming,0.01631834,11873747.0,,1249336.0,10.521834430192929,727634005.299,1000000000.0,1000000000.0,,,0,1,,0x9ab7bb7fdc60f4357ecfef43986818a2a3569c62,,"https://etherscan.io/token/0x9ab7bb7fdc60f4357ecfef43986818a2a3569c62, https://platform.arkhamintelligence.com/explorer/token/guild-of-guardians, https://ethplorer.io/address/0x9ab7bb7fdc60f4357ecfef43986818a2a3569c62"
foxsy-ai,Foxsy AI,foxsy,Gaming,0.02834535,11837457.0,,740238.0,6.253353232877636,417948057.1181493,1972692695.0,,,,0,1,,FOXSY-5d5f3e,,"https://explorer.multiversx.com/tokens/FOXSY-5d5f3e, https://solscan.io/token/CgGWS19zR5xTzgCEcW5Svsuon4hBZwzBwUFimoJStCf2"
heroes-of-mavia,Heroes of Mavia,mavia,Gaming,0.222125,11492930.0,,8086415.0,70.35990822183726,51619195.0,250000000.0,250000000.0,,,0,1,,0x24fcfc492c1393274b6bcd568ac9e225bec93584,,"https://etherscan.io/token/0x24fcfc492c1393274b6bcd568ac9e225bec93584, https://platform.arkhamintelligence.com/explorer/token/heroes-of-mavia, https://ethplorer.io/address/0x24fcfc492c1393274b6bcd568ac9e225bec93584"
wemix-dollar,WEMIX Dollar,wemix$,Gaming,0.756521,11002755.0,,208398.0,1.8940528985694947,14539841.004882,14539841.004882,,,,0,0,,0x8e81fcc2d4a3baa0ee9044e0d7e36f59c9bba9c1,,https://explorer.wemix.com/token/0x8e81fcc2d4a3baa0ee9044e0d7e36f59c9bba9c1/transfers
sidus,Sidus,sidus,Gaming,0.00094367,10400373.0,,420029.0,4.0385955388330785,11069086922.918486,18911293350.09517,30000000000.0,,,0,1,,0x549020a9cb845220d66d3e9c6d9f9ef61c981102,,"https://etherscan.io/token/0x549020a9cb845220d66d3e9c6d9f9ef61c981102, https://platform.arkhamintelligence.com/explorer/token/sidus, https://ethplorer.io/address/0x549020a9cb845220d66d3e9c6d9f9ef61c981102"
karate-combat,Karate Combat,karate,Gaming,0.0001578,10517065.0,,109990.0,1.0458240963614849,66649473128.0,110000000000.0,110000000000.0,,,0,1,,0x80008bcd713c38af90a9930288d446bc3bd2e684,,"https://etherscan.io/token/0x80008bcd713c38af90a9930288d446bc3bd2e684, https://platform.arkhamintelligence.com/explorer/token/karate-combat, https://ethplorer.io/address/0x80008bcd713c38af90a9930288d446bc3bd2e684"
mon-protocol,MON,mon,Gaming,0.0247219,10215877.0,,3257197.0,31.88367479365697,412790134.19666666,999517431.0,1000000000.0,,,0,0,,0xc555d625828c4527d477e595ff1dd5801b4a600e,,"https://etherscan.io/token/0xc555d625828c4527d477e595ff1dd5801b4a600e, https://platform.arkhamintelligence.com/explorer/token/mon-protocol, https://ethplorer.io/address/0xc555d625828c4527d477e595ff1dd5801b4a600e"
cross-the-ages,Cross The Ages,cta,Gaming,0.02392323,10193511.0,,142739.0,1.400292794111862,425941693.4456638,500000000.0,500000000.0,,,0,0,,0x90685e300a4c4532efcefe91202dfe1dfd572f47,,"https://etherscan.io/token/0x90685e300a4c4532efcefe91202dfe1dfd572f47, https://platform.arkhamintelligence.com/explorer/token/cross-the-ages, https://ethplorer.io/address/0x90685e300a4c4532efcefe91202dfe1dfd572f47"
metahero,Metahero,hero,Gaming,0.00102242,9533757.0,,61501.0,0.6450867166008112,9366213223.195871,9766213274.19587,10000000000.0,,,0,0,,0xd40bedb44c081d2935eeba6ef5a3c8a31a1bbe13,,"https://bscscan.com/token/0xd40bedb44c081d2935eeba6ef5a3c8a31a1bbe13, https://platform.arkhamintelligence.com/explorer/token/metahero, https://binplorer.com/address/0xd40bedb44c081d2935eeba6ef5a3c8a31a1bbe13"
cryptofarmers,CryptoFarmers,farm,Gaming,0.306594,9063665.0,,3184.33,0.03513291808556472,29752434.483315,50000000.0,50000000.0,,,0,0,,0x5c15cdb9d43824dca67fceb1201e5abebe0b2cbc,,"https://polygonscan.com/token/0x5c15cdB9d43824DCA67Fceb1201e5aBeBE0b2CBc, https://platform.arkhamintelligence.com/explorer/token/cryptofarmers"
altered-state-token,Altered State Machine,asto,AI,0.01106191,9080951.0,,763416.0,8.406784707901188,821193967.2351687,2384000000.0,2384000000.0,,,0,0,,0x823556202e86763853b40e9cde725f412e294689,,"https://etherscan.io/token/0x823556202e86763853b40e9cde725f412e294689, https://platform.arkhamintelligence.com/explorer/token/altered-state-token, https://ethplorer.io/address/0x823556202e86763853b40e9cde725f412e294689"
dream-machine-token,Dream Machine Token,dmt,Gaming,8.8,8749843.0,,69856.0,0.7983686107282154,994044.9869821721,994044.9870226721,1000000.0,,,0,1,,0x8b0e6f19ee57089f7649a455d89d7bc6314d04e8,,"https://arbiscan.io/token/0x8b0e6f19ee57089f7649a455d89d7bc6314d04e8, https://platform.arkhamintelligence.com/explorer/token/dream-machine-token, https://arbitrum.dex.guru/token/0x8b0e6f19ee57089f7649a455d89d7bc6314d04e8"
wagmi-game-2,WAGMI Games,wagmigames,Gaming,3.98e-06,8383259.0,,375503.0,4.479200749970865,2104228266398.4458,2200000000000.0,2200000000000.0,,,0,0,,0x3b604747ad1720c01ded0455728b62c0d2f100f0,,"https://etherscan.io/token/0x3b604747ad1720c01ded0455728b62c0d2f100f0, https://platform.arkhamintelligence.com/explorer/token/wagmi-game-2, https://ethplorer.io/address/0x3b604747ad1720c01ded0455728b62c0d2f100f0"
blood-crystal,Blood Crystal,bc,Gaming,0.00965443,8148684.0,,20575.0,0.25249475866287124,844043746.0000001,844043746.0000001,1000000000.0,,,0,1,,0x4b6d036d0bc62a633acca6d10956e9dbbb16748f,,"https://etherscan.io/address/0x4b6d036d0bc62a633acca6d10956e9dbbb16748f, https://platform.arkhamintelligence.com/explorer/token/blood-crystal, https://polygonscan.com/address/0xfe049f59963545bf5469f968e04c9646d6e2c2c5"
green-satoshi-token,STEPN Green Satoshi Token on Solana,gst-sol,Gaming,0.00698518,8014410.0,,300645.0,3.7513054610383048,1147161857.0,1157161857.0,,,,0,0,,AFbX8oGjGpmVFywbVouvhQSRmiW2aR1mohfahi4Y2AdB,,"https://explorer.solana.com/address/afbx8ogjgpmvfywbvouvhqsrmiw2ar1mohfahi4y2adb, https://platform.arkhamintelligence.com/explorer/token/green-satoshi-token, https://solscan.io/token/afbx8ogjgpmvfywbvouvhqsrmiw2ar1mohfahi4y2adb"
aurory,Aurory,aury,Gaming,0.107477,7884359.0,,9718.44,0.12326227154293709,73358452.6,100000000.0,100000000.0,,,0,0,,AURYydfxJib1ZkTir1Jn1J9ECYUtjb6rKQVmtYaixWPP,,"https://solscan.io/token/auryydfxjib1zktir1jn1j9ecyutjb6rkqvmtyaixwpp#holders, https://platform.arkhamintelligence.com/explorer/token/aurory, https://arbiscan.io/token/0x11bf4f05eb28b802ed3ab672594decb20ffe2313"
cere-network,Cere Network,cere,AI,0.00110606,7341862.0,,97741.0,1.3312835354301131,6637897251.424108,10000000000.0,,,,0,0,,0x2da719db753dfa10a62e140f436e1d67f2ddb0d6,,"https://etherscan.io/token/0x2da719db753dfa10a62e140f436e1d67f2ddb0d6, https://platform.arkhamintelligence.com/explorer/token/cere-network, https://ethplorer.io/address/0x2da719db753dfa10a62e140f436e1d67f2ddb0d6"
phantasma,Phantasma,soul,AI,0.057237,7109767.0,,118531.0,1.6671573062802199,124129197.661631,124129197.661631,,,,0,1,,0x75858677e27c930fb622759feaffee2b754af07f,,"https://explorer.phantasma.info, https://platform.arkhamintelligence.com/explorer/token/phantasma, https://etherscan.io/token/0x75858677e27c930fb622759feaffee2b754af07f"
numine-token,NUMINE Token,numi,Gaming,0.070282,7014055.0,,7619069.0,108.62573789341543,102500000.0,1000000000.0,1000000000.0,,,0,1,,0xa29c9a740de8194e4016747e9a04a84946ada0a5,,"https://etherscan.io/token/0xa29C9a740De8194e4016747E9A04a84946ada0a5, https://snowtrace.io/token/0x59234B44214D88C57B7c54A6D2633334D95C5161, https://subnets.avax.network/c-chain/address/0x59234B44214D88C57B7c54A6D2633334D95C5161"
genopets,Genopets,gene,Gaming,0.088244,6915345.0,,277955.0,4.0193945493681085,78328356.05,100000000.0,100000000.0,,,0,1,,GENEtH5amGSi8kHAtQoezp1XEXwZJ8vcuePYnXdKrMYz,,"https://solscan.io/token/geneth5amgsi8khatqoezp1xexwzj8vcuepynxdkrmyz, https://platform.arkhamintelligence.com/explorer/token/genopets, https://bscscan.com/token/0x9df465460938f9ebdf51c38cc87d72184471f8f0"
shrapnel-2,Shrapnel,shrap,Gaming,0.00536403,6735069.0,,149083.0,2.213533372857799,1254506304.5652585,3000000000.0,3000000000.0,,,0,1,,0xd402298a793948698b9a63311404fbbee944eafd,,"https://snowtrace.io/token/0xd402298a793948698b9a63311404fbbee944eafd, https://platform.arkhamintelligence.com/explorer/token/shrapnel-2, https://avascan.info/blockchain/c/address/0xd402298a793948698b9a63311404fbbee944eafd/token"
galeon,Galeon,galeon,AI,0.00940264,6820000.0,,164458.0,2.4114076246334313,725328318.3554734,2580000000.0,4000000000.0,,,0,0,,0x1d0ac23f03870f768ca005c84cbb6fb82aa884fd,,"https://bscscan.com/token/0x1d0ac23f03870f768ca005c84cbb6fb82aa884fd, https://platform.arkhamintelligence.com/explorer/token/galeon, https://binplorer.com/address/0x1d0ac23f03870f768ca005c84cbb6fb82aa884fd"
playa3ull-games-2,PLAYA3ULL GAMES,3ull,Gaming,0.00047103,6597526.0,,187529.0,2.8424139594144835,14006562681.16998,14052366366.93047,50000000000.0,,,0,0,,0xa77e70d0af1ac7ff86726740db1bd065c3566937,,"https://snowtrace.io/token/0xa77e70d0af1ac7ff86726740db1bd065c3566937, https://platform.arkhamintelligence.com/explorer/token/playa3ull-games-2, https://explorer.playa3ull.games/"
ppkas,PPKAS,ppkas,Gaming,0.00062221,6168136.0,,127072.0,2.060136157827908,10000000000.0,10000000000.0,10000000000.0,,,0,0,,PPKAS,,https://kas.fyi/token/krc20/PPKAS
step-app-fitfi,Step App,fitfi,Gaming,0.0016959,6387993.0,,1203892.0,18.846169681150247,3760000000.0,4600000000.0,4600000000.0,,,0,1,,0x714f020c54cc9d104b6f4f6998c63ce2a31d1888,,"https://snowtrace.io/token/0x714f020c54cc9d104b6f4f6998c63ce2a31d1888, https://platform.arkhamintelligence.com/explorer/token/step-app-fitfi, https://avascan.info/blockchain/c/address/0x714f020c54cc9d104b6f4f6998c63ce2a31d1888/token"
solforge-fusion,SolForge Fusion,sfg,Gaming,1.041,6199266.0,,15551.74,0.2508642152151561,5952494.805206876,84430146.77461123,100000000.0,,,0,0,,BLiUhfaUFbSoMVeRqq3QYTA1eJsTsB3ZDEYtUsGGQ9em,,"https://solscan.io/token/BLiUhfaUFbSoMVeRqq3QYTA1eJsTsB3ZDEYtUsGGQ9em, https://platform.arkhamintelligence.com/explorer/token/solforge-fusion"
ronen-coin,Ronen Coin,ronen,Gaming,0.00537287,5387519.0,,162055.0,3.0079708303580923,1000000000.0,1000000000.0,1000000000.0,,,0,0,,0x279e8e892edbd7bf3d7b9eedc2f482d88e4cc9ef,,https://app.roninchain.com/token/0x279e8e892edbd7bf3d7b9eedc2f482d88e4cc9ef
ravenquest,RavenQuest,quest,Gaming,0.078683,5881258.0,,9637.06,0.16386052099737844,75050000.0,1000000000.0,1000000000.0,,,0,1,,0x1fc122fe8b6fa6b8598799baf687539b5d3b2783,,"https://etherscan.io/address/0x1Fc122FE8b6Fa6b8598799baF687539b5D3B2783, https://explorer.immutable.com/address/0x8A1e8Cf52954C8D72907774D4b2b81f38Dd1c5c4, https://etherscan.io/token/0x1Fc122FE8b6Fa6b8598799baF687539b5D3B2783"
saito,Saito,saito,Gaming,0.00199696,5974471.0,,30569.0,0.5116603629007488,3000000000.0,3000000000.0,3000000000.0,,,0,1,,0xfa14fa6958401314851a17d6c5360ca29f74b57b,,"https://etherscan.io/token/0xfa14fa6958401314851a17d6c5360ca29f74b57b, https://platform.arkhamintelligence.com/explorer/token/saito, https://ethplorer.io/address/0xfa14fa6958401314851a17d6c5360ca29f74b57b"
playdapp,PlayDapp,pda,Gaming,0.01002694,6216309.0,,6857953.0,110.3219450641852,618083208.0,700000000.0,700000000.0,,,0,0,,0x0d3cbed3f69ee050668adf3d9ea57241cba33a2b,,"https://etherscan.io/token/0x0d3cbed3f69ee050668adf3d9ea57241cba33a2b, https://platform.arkhamintelligence.com/explorer/token/playdapp, https://ethplorer.io/address/0x0d3cbed3f69ee050668adf3d9ea57241cba33a2b"
draggin-karma-points,Draggin Karma Points,dkp,Gaming,0.00144985,5786471.0,,2539.12,0.04388028558338925,3991070955.0,7999999844.0,7999999844.0,,,0,0,,zfcdd-tqaaa-aaaaq-aaaga-cai,,"https://dashboard.internetcomputer.org/sns/zxeu2-7aaaa-aaaaq-aaafa-cai, https://dashboard.internetcomputer.org/canister/zfcdd-tqaaa-aaaaq-aaaga-cai"
super-champs,Super Champs,champ,AI,0.00640058,5674673.0,,409407.0,7.214635979905802,885400000.0,1000000000.0,1000000000.0,,,0,1,,0xeb6d78148f001f3aa2f588997c5e102e489ad341,,"https://basescan.org/token/0xeb6d78148f001f3aa2f588997c5e102e489ad341, https://etherscan.io/token/0x4aF1Bc87e43dDb22188bb3791ae00341586fE8fc, https://ethplorer.io/address/0x4aF1Bc87e43dDb22188bb3791ae00341586fE8fc"
moon-tropica,Moon Tropica,cah,Gaming,2.01,5658547.0,,96284.0,1.7015675578907448,2805380.50822399,3500000.0,3500000.0,,,0,0,,0x8e0e57dcb1ce8d9091df38ec1bfc3b224529754a,,"https://etherscan.io/token/0x8e0e57dcb1ce8d9091df38ec1bfc3b224529754a, https://platform.arkhamintelligence.com/explorer/token/moon-tropica, https://ethplorer.io/address/0x8e0e57dcb1ce8d9091df38ec1bfc3b224529754a"
artyfact,Artyfact,arty,AI,0.25792,5543359.0,,1317359.0,23.764634403075824,21492717.99118,24858616.9996,25000000.0,,,0,0,,0x617cab4aaae1f8dfb3ee138698330776a1e1b324,,"https://bscscan.com/token/0x617cab4aaae1f8dfb3ee138698330776a1e1b324, https://platform.arkhamintelligence.com/explorer/token/artyfact, https://binplorer.com/address/0x617cab4aaae1f8dfb3ee138698330776a1e1b324"
yuli,YULI,yuli,Gaming,0.00068341,5438535.0,,192732.0,3.5438220035358783,8000000000.0,8000000000.0,8000000000.0,,,0,0,,0x91bcba699222fe2c14ae90e51943a40e59050f79,,"https://kaiascan.io/token/0x91bcba699222fe2c14ae90e51943a40e59050f79?tabId=overview&page=1, https://kaiascan.io/token/0x91bcba699222fe2c14ae90e51943a40e59050f79"
